surah_num,ayah_num,ayah_txt,clean_txt,surah_name
2,157,أُولَٰئِكَ عَلَيْهِمْ صَلَوَاتٌ مِنْ رَبِّهِمْ وَرَحْمَةٌ ۖ وَأُولَٰئِكَ هُمُ الْمُهْتَدُونَ,صلوات ربهم ورحمه  المهتدون صلوات رب رحم  مهتدي,البقرة
2,158,إِنَّ الصَّفَا وَالْمَرْوَةَ مِنْ شَعَائِرِ اللَّهِ ۖ فَمَنْ حَجَّ الْبَيْتَ أَوِ اعْتَمَرَ فَلَا جُنَاحَ عَلَيْهِ أَنْ يَطَّوَّفَ بِهِمَا ۚ وَمَنْ تَطَوَّعَ خَيْرًا فَإِنَّ اللَّهَ شَاكِرٌ عَلِيمٌ,الصفا والمروه شعائر الله  حج البيت اعتمر جناح يطوف  تطوع خيرا الله شاكر عليم لصف والمروه شعائر الله  حج بيت اعتمر جناح طوف  تطوع خير الله شاكر عليم,البقرة
2,159,إِنَّ الَّذِينَ يَكْتُمُونَ مَا أَنْزَلْنَا مِنَ الْبَيِّنَاتِ وَالْهُدَىٰ مِنْ بَعْدِ مَا بَيَّنَّاهُ لِلنَّاسِ فِي الْكِتَابِ ۙ أُولَٰئِكَ يَلْعَنُهُمُ اللَّهُ وَيَلْعَنُهُمُ اللَّاعِنُونَ,يكتمون انزلنا البينات والهدي بيناه للناس الكتاب  يلعنهم الله ويلعنهم اللاعنون كتم انزلنا بين هدي بين ناس كتاب  لعن الله لعن لاعن,البقرة
2,160,إِلَّا الَّذِينَ تَابُوا وَأَصْلَحُوا وَبَيَّنُوا فَأُولَٰئِكَ أَتُوبُ عَلَيْهِمْ ۚ وَأَنَا التَّوَّابُ الرَّحِيمُ,تابوا واصلحوا وبينوا اتوب  التواب الرحيم تاب صلح بين اتوب  تواب رحيم,البقرة
2,161,إِنَّ الَّذِينَ كَفَرُوا وَمَاتُوا وَهُمْ كُفَّارٌ أُولَٰئِكَ عَلَيْهِمْ لَعْنَةُ اللَّهِ وَالْمَلَائِكَةِ وَالنَّاسِ أَجْمَعِينَ,كفروا وماتوا كفار الله والملائكه والناس اجمعين كفر وماتوا كفار الله والملائكه ناس اجمعين,البقرة
2,162,خَالِدِينَ فِيهَا ۖ لَا يُخَفَّفُ عَنْهُمُ الْعَذَابُ وَلَا هُمْ يُنْظَرُونَ,خالدين  يخفف العذاب ينظرون خالد  أخف عذاب نظر,البقرة
2,163,وَإِلَٰهُكُمْ إِلَٰهٌ وَاحِدٌ ۖ لَا إِلَٰهَ إِلَّا هُوَ الرَّحْمَٰنُ الرَّحِيمُ,والهكم  الرحمن الرحيم واله  رحمن رحيم,البقرة
2,164,إِنَّ فِي خَلْقِ السَّمَاوَاتِ وَالْأَرْضِ وَاخْتِلَافِ اللَّيْلِ وَالنَّهَارِ وَالْفُلْكِ الَّتِي تَجْرِي فِي الْبَحْرِ بِمَا يَنْفَعُ النَّاسَ وَمَا أَنْزَلَ اللَّهُ مِنَ السَّمَاءِ مِنْ مَاءٍ فَأَحْيَا بِهِ الْأَرْضَ بَعْدَ مَوْتِهَا وَبَثَّ فِيهَا مِنْ كُلِّ دَابَّةٍ وَتَصْرِيفِ الرِّيَاحِ وَالسَّحَابِ الْمُسَخَّرِ بَيْنَ السَّمَاءِ وَالْأَرْضِ لَآيَاتٍ لِقَوْمٍ يَعْقِلُونَ,خلق السماوات والارض واختلاف الليل والنهار والفلك تجري البحر ينفع الناس انزل الله السماء ماء فاحيا الارض موتها وبث دابه وتصريف الرياح والسحاب المسخر السماء والارض لايات لقوم يعقلون خلق سماوات والارض اختلاف ليل نهار فلك تجرة بحر نفع ناس نزل الله سماء ماء فاح الارض موت بث داب تصريف رياح سحاب مسخر سماء والارض لا قوم عقل,البقرة
2,165,وَمِنَ النَّاسِ مَنْ يَتَّخِذُ مِنْ دُونِ اللَّهِ أَنْدَادًا يُحِبُّونَهُمْ كَحُبِّ اللَّهِ ۖ وَالَّذِينَ آمَنُوا أَشَدُّ حُبًّا لِلَّهِ ۗ وَلَوْ يَرَى الَّذِينَ ظَلَمُوا إِذْ يَرَوْنَ الْعَذَابَ أَنَّ الْقُوَّةَ لِلَّهِ جَمِيعًا وَأَنَّ اللَّهَ شَدِيدُ الْعَذَابِ,الناس يتخذ الله اندادا يحبونهم كحب الله  امنوا اشد حبا لله  يري ظلموا يرون العذاب القوه لله جميعا الله شديد العذاب ناس اتخذ الله اندادا أحب حب الله  منا شدا حب له  وري ظلم روى عذاب لقا له جميع الله شديد عذاب,البقرة
2,166,إِذْ تَبَرَّأَ الَّذِينَ اتُّبِعُوا مِنَ الَّذِينَ اتَّبَعُوا وَرَأَوُا الْعَذَابَ وَتَقَطَّعَتْ بِهِمُ الْأَسْبَابُ,تبرا اتبعوا اتبعوا وراوا العذاب وتقطعت الاسباب تبر اتبع اتبع وراوا عذاب تقطع الاسباب,البقرة
2,167,وَقَالَ الَّذِينَ اتَّبَعُوا لَوْ أَنَّ لَنَا كَرَّةً فَنَتَبَرَّأَ مِنْهُمْ كَمَا تَبَرَّءُوا مِنَّا ۗ كَذَٰلِكَ يُرِيهِمُ اللَّهُ أَعْمَالَهُمْ حَسَرَاتٍ عَلَيْهِمْ ۖ وَمَا هُمْ بِخَارِجِينَ مِنَ النَّارِ,وقال اتبعوا كره فنتبرا تبرءوا منا  يريهم الله اعمالهم حسرات  بخارجين النار قال اتبع كره فنتبرا تبرءوا من  يريهم الله اعمالهم حسرة  خارج نار,البقرة
2,168,يَا أَيُّهَا النَّاسُ كُلُوا مِمَّا فِي الْأَرْضِ حَلَالًا طَيِّبًا وَلَا تَتَّبِعُوا خُطُوَاتِ الشَّيْطَانِ ۚ إِنَّهُ لَكُمْ عَدُوٌّ مُبِينٌ,الناس كلوا الارض حلالا طيبا تتبعوا خطوات الشيطان  عدو مبين ناس أكل الارض حلال طيب أتبع خطوة شيطان  عدو مبين,البقرة
2,169,إِنَّمَا يَأْمُرُكُمْ بِالسُّوءِ وَالْفَحْشَاءِ وَأَنْ تَقُولُوا عَلَى اللَّهِ مَا لَا تَعْلَمُونَ,يامركم بالسوء والفحشاء تقولوا الله تعلمون يامركم سوء فحشاء أقول الله علم,البقرة
2,170,وَإِذَا قِيلَ لَهُمُ اتَّبِعُوا مَا أَنْزَلَ اللَّهُ قَالُوا بَلْ نَتَّبِعُ مَا أَلْفَيْنَا عَلَيْهِ آبَاءَنَا ۗ أَوَلَوْ كَانَ آبَاؤُهُمْ لَا يَعْقِلُونَ شَيْئًا وَلَا يَهْتَدُونَ,قيل اتبعوا انزل الله قالوا نتبع اباءنا  اباؤهم يعقلون شيئا يهتدون قال اتبع نزل الله قال أتبع اباءنا  اباؤهم عقل شيء اهتدى,البقرة
2,171,وَمَثَلُ الَّذِينَ كَفَرُوا كَمَثَلِ الَّذِي يَنْعِقُ بِمَا لَا يَسْمَعُ إِلَّا دُعَاءً وَنِدَاءً ۚ صُمٌّ بُكْمٌ عُمْيٌ فَهُمْ لَا يَعْقِلُونَ,كفروا ينعق يسمع دعاء ونداء  صم عمي يعقلون كفر نعق سمع دعاء نداء  صم عمي عقل,البقرة
2,172,يَا أَيُّهَا الَّذِينَ آمَنُوا كُلُوا مِنْ طَيِّبَاتِ مَا رَزَقْنَاكُمْ وَاشْكُرُوا لِلَّهِ إِنْ كُنْتُمْ إِيَّاهُ تَعْبُدُونَ,امنوا كلوا طيبات رزقناكم واشكروا لله كنتم تعبدون منا أكل طيب رزق شكر له كنتم عبد,البقرة
2,173,إِنَّمَا حَرَّمَ عَلَيْكُمُ الْمَيْتَةَ وَالدَّمَ وَلَحْمَ الْخِنْزِيرِ وَمَا أُهِلَّ بِهِ لِغَيْرِ اللَّهِ ۖ فَمَنِ اضْطُرَّ غَيْرَ بَاغٍ وَلَا عَادٍ فَلَا إِثْمَ عَلَيْهِ ۚ إِنَّ اللَّهَ غَفُورٌ رَحِيمٌ,حرم الميته والدم ولحم الخنزير اهل الله  اضطر باغ  الله غفور رحيم حرم الميته دم لحم خنزير اهل الله  اضطر باغي  الله غفور رحيم,البقرة
2,174,إِنَّ الَّذِينَ يَكْتُمُونَ مَا أَنْزَلَ اللَّهُ مِنَ الْكِتَابِ وَيَشْتَرُونَ بِهِ ثَمَنًا قَلِيلًا ۙ أُولَٰئِكَ مَا يَأْكُلُونَ فِي بُطُونِهِمْ إِلَّا النَّارَ وَلَا يُكَلِّمُهُمُ اللَّهُ يَوْمَ الْقِيَامَةِ وَلَا يُزَكِّيهِمْ وَلَهُمْ عَذَابٌ أَلِيمٌ,يكتمون انزل الله الكتاب ويشترون ثمنا قليلا  ياكلون بطونهم النار يكلمهم الله يوم القيامه يزكيهم عذاب اليم كتم نزل الله كتاب شتر ثمن قليل  ياكلون بطون نار كلم الله يوم القيامه أزكى عذاب يم,البقرة
2,175,أُولَٰئِكَ الَّذِينَ اشْتَرَوُا الضَّلَالَةَ بِالْهُدَىٰ وَالْعَذَابَ بِالْمَغْفِرَةِ ۚ فَمَا أَصْبَرَهُمْ عَلَى النَّارِ,اشتروا الضلاله بالهدي والعذاب بالمغفره  اصبرهم النار شتر الضلاله هدي عذاب بالمغفره  صبر نار,البقرة
2,176,ذَٰلِكَ بِأَنَّ اللَّهَ نَزَّلَ الْكِتَابَ بِالْحَقِّ ۗ وَإِنَّ الَّذِينَ اخْتَلَفُوا فِي الْكِتَابِ لَفِي شِقَاقٍ بَعِيدٍ,الله نزل الكتاب بالحق  اختلفوا الكتاب شقاق بعيد الله نزل كتاب حق  اختلف كتاب شقاق بعيد,البقرة
2,177,لَيْسَ الْبِرَّ أَنْ تُوَلُّوا وُجُوهَكُمْ قِبَلَ الْمَشْرِقِ وَالْمَغْرِبِ وَلَٰكِنَّ الْبِرَّ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ وَالْمَلَائِكَةِ وَالْكِتَابِ وَالنَّبِيِّينَ وَآتَى الْمَالَ عَلَىٰ حُبِّهِ ذَوِي الْقُرْبَىٰ وَالْيَتَامَىٰ وَالْمَسَاكِينَ وَابْنَ السَّبِيلِ وَالسَّائِلِينَ وَفِي الرِّقَابِ وَأَقَامَ الصَّلَاةَ وَآتَى الزَّكَاةَ وَالْمُوفُونَ بِعَهْدِهِمْ إِذَا عَاهَدُوا ۖ وَالصَّابِرِينَ فِي الْبَأْسَاءِ وَالضَّرَّاءِ وَحِينَ الْبَأْسِ ۗ أُولَٰئِكَ الَّذِينَ صَدَقُوا ۖ وَأُولَٰئِكَ هُمُ الْمُتَّقُونَ,البر تولوا وجوهكم المشرق والمغرب البر بالله واليوم الاخر والملائكه والكتاب والنبيين واتي المال حبه القربي واليتامي والمساكين السبيل والسائلين الرقاب واقام الصلاه واتي الزكاه والموفون بعهدهم عاهدوا  والصابرين الباساء والضراء الباس  صدقوا  المتقون بر ولى وجوه مشرق مغرب بر الله يوم الاخر والملائكه كتاب نبي وات مال حب قرب واليتامي مساك سبيل سائل رقاب واقام الصلاه وات الزكاه والموفون عهد عاهد  صابر الباساء ضراء باس  صدق  المتقون,البقرة
2,178,يَا أَيُّهَا الَّذِينَ آمَنُوا كُتِبَ عَلَيْكُمُ الْقِصَاصُ فِي الْقَتْلَى ۖ الْحُرُّ بِالْحُرِّ وَالْعَبْدُ بِالْعَبْدِ وَالْأُنْثَىٰ بِالْأُنْثَىٰ ۚ فَمَنْ عُفِيَ لَهُ مِنْ أَخِيهِ شَيْءٌ فَاتِّبَاعٌ بِالْمَعْرُوفِ وَأَدَاءٌ إِلَيْهِ بِإِحْسَانٍ ۗ ذَٰلِكَ تَخْفِيفٌ مِنْ رَبِّكُمْ وَرَحْمَةٌ ۗ فَمَنِ اعْتَدَىٰ بَعْدَ ذَٰلِكَ فَلَهُ عَذَابٌ أَلِيمٌ,امنوا كتب القصاص القتلي  الحر بالحر والعبد بالعبد والانثي بالانثي  عفي شيء فاتباع بالمعروف واداء باحسان  تخفيف ربكم ورحمه  اعتدي عذاب اليم منا تب قصاص قتل  حر حر عبد عبد والانثي بالانثي  عف شيء اتباع معروف واداء باحسان  تخفيف رب رحم  اعتد عذاب يم,البقرة
2,179,وَلَكُمْ فِي الْقِصَاصِ حَيَاةٌ يَا أُولِي الْأَلْبَابِ لَعَلَّكُمْ تَتَّقُونَ,القصاص حياه الالباب تتقون قصاص حي الالباب اتقى,البقرة
2,180,كُتِبَ عَلَيْكُمْ إِذَا حَضَرَ أَحَدَكُمُ الْمَوْتُ إِنْ تَرَكَ خَيْرًا الْوَصِيَّةُ لِلْوَالِدَيْنِ وَالْأَقْرَبِينَ بِالْمَعْرُوفِ ۖ حَقًّا عَلَى الْمُتَّقِينَ,كتب حضر احدكم الموت خيرا الوصيه للوالدين والاقربين بالمعروف  المتقين تب حضر حدا موت خير الوصيه والد والاقربين معروف  المتقين,البقرة
2,181,فَمَنْ بَدَّلَهُ بَعْدَمَا سَمِعَهُ فَإِنَّمَا إِثْمُهُ عَلَى الَّذِينَ يُبَدِّلُونَهُ ۚ إِنَّ اللَّهَ سَمِيعٌ عَلِيمٌ,بدله سمعه يبدلونه  الله سميع عليم بدل سمع بدل  الله سميع عليم,البقرة
2,182,فَمَنْ خَافَ مِنْ مُوصٍ جَنَفًا أَوْ إِثْمًا فَأَصْلَحَ بَيْنَهُمْ فَلَا إِثْمَ عَلَيْهِ ۚ إِنَّ اللَّهَ غَفُورٌ رَحِيمٌ,خاف موص جنفا اثما فاصلح  الله غفور رحيم خافي موصي جنف اثما صلح  الله غفور رحيم,البقرة
2,183,يَا أَيُّهَا الَّذِينَ آمَنُوا كُتِبَ عَلَيْكُمُ الصِّيَامُ كَمَا كُتِبَ عَلَى الَّذِينَ مِنْ قَبْلِكُمْ لَعَلَّكُمْ تَتَّقُونَ,امنوا كتب الصيام كتب قبلكم تتقون منا تب صيام تب قبل اتقى,البقرة
2,184,أَيَّامًا مَعْدُودَاتٍ ۚ فَمَنْ كَانَ مِنْكُمْ مَرِيضًا أَوْ عَلَىٰ سَفَرٍ فَعِدَّةٌ مِنْ أَيَّامٍ أُخَرَ ۚ وَعَلَى الَّذِينَ يُطِيقُونَهُ فِدْيَةٌ طَعَامُ مِسْكِينٍ ۖ فَمَنْ تَطَوَّعَ خَيْرًا فَهُوَ خَيْرٌ لَهُ ۚ وَأَنْ تَصُومُوا خَيْرٌ لَكُمْ ۖ إِنْ كُنْتُمْ تَعْلَمُونَ,اياما معدودات  مريضا سفر فعده ايام اخر  يطيقونه فديه طعام مسكين  تطوع خيرا خير  تصوموا خير  كنتم تعلمون اياما معدود  مريض سفر عد ايام اخر  أطاق فدى طعام مسك  تطوع خير خير  صام خير  كنتم علم,البقرة
2,185,شَهْرُ رَمَضَانَ الَّذِي أُنْزِلَ فِيهِ الْقُرْآنُ هُدًى لِلنَّاسِ وَبَيِّنَاتٍ مِنَ الْهُدَىٰ وَالْفُرْقَانِ ۚ فَمَنْ شَهِدَ مِنْكُمُ الشَّهْرَ فَلْيَصُمْهُ ۖ وَمَنْ كَانَ مَرِيضًا أَوْ عَلَىٰ سَفَرٍ فَعِدَّةٌ مِنْ أَيَّامٍ أُخَرَ ۗ يُرِيدُ اللَّهُ بِكُمُ الْيُسْرَ وَلَا يُرِيدُ بِكُمُ الْعُسْرَ وَلِتُكْمِلُوا الْعِدَّةَ وَلِتُكَبِّرُوا اللَّهَ عَلَىٰ مَا هَدَاكُمْ وَلَعَلَّكُمْ تَشْكُرُونَ,رمضان انزل القران هدي للناس وبينات الهدي والفرقان  شهد الشهر فليصمه  مريضا سفر فعده ايام اخر  يريد الله اليسر يريد العسر ولتكملوا العده ولتكبروا الله هداكم تشكرون رمض نزل قر هدي ناس بين هدي فرق  شهد شهر صام  مريض سفر عد ايام اخر  أراد الله يسر أراد عسر كمل العده كبر الله هد شكر,البقرة
2,186,وَإِذَا سَأَلَكَ عِبَادِي عَنِّي فَإِنِّي قَرِيبٌ ۖ أُجِيبُ دَعْوَةَ الدَّاعِ إِذَا دَعَانِ ۖ فَلْيَسْتَجِيبُوا لِي وَلْيُؤْمِنُوا بِي لَعَلَّهُمْ يَرْشُدُونَ,سالك عبادي قريب  اجيب دعوه الداع دعان  فليستجيبوا وليؤمنوا يرشدون سالك عباد قريب  اجيب دع الداع دع  استجاب أمن رشد,البقرة
2,187,أُحِلَّ لَكُمْ لَيْلَةَ الصِّيَامِ الرَّفَثُ إِلَىٰ نِسَائِكُمْ ۚ هُنَّ لِبَاسٌ لَكُمْ وَأَنْتُمْ لِبَاسٌ لَهُنَّ ۗ عَلِمَ اللَّهُ أَنَّكُمْ كُنْتُمْ تَخْتَانُونَ أَنْفُسَكُمْ فَتَابَ عَلَيْكُمْ وَعَفَا عَنْكُمْ ۖ فَالْآنَ بَاشِرُوهُنَّ وَابْتَغُوا مَا كَتَبَ اللَّهُ لَكُمْ ۚ وَكُلُوا وَاشْرَبُوا حَتَّىٰ يَتَبَيَّنَ لَكُمُ الْخَيْطُ الْأَبْيَضُ مِنَ الْخَيْطِ الْأَسْوَدِ مِنَ الْفَجْرِ ۖ ثُمَّ أَتِمُّوا الصِّيَامَ إِلَى اللَّيْلِ ۚ وَلَا تُبَاشِرُوهُنَّ وَأَنْتُمْ عَاكِفُونَ فِي الْمَسَاجِدِ ۗ تِلْكَ حُدُودُ اللَّهِ فَلَا تَقْرَبُوهَا ۗ كَذَٰلِكَ يُبَيِّنُ اللَّهُ آيَاتِهِ لِلنَّاسِ لَعَلَّهُمْ يَتَّقُونَ,احل الصيام الرفث نسائكم  لباس لباس  الله كنتم تختانون فتاب وعفا  باشروهن وابتغوا كتب الله  وكلوا واشربوا يتبين الخيط الابيض الخيط الاسود الفجر  اتموا الصيام الليل  تباشروهن عاكفون المساجد  حدود الله تقربوها  يبين الله اياته للناس يتقون حلو صيام رفث نساء  لباس لباس  الله كنتم اختان تاب عف  باشر ابتغى تب الله  وكل شرب تبين خيط ابيض خيط اسود فجر  اتموا صيام ليل  باشر عاكف مساجد  حدود الله قرب  أبان الله اياته ناس اتقى,البقرة
2,188,وَلَا تَأْكُلُوا أَمْوَالَكُمْ بَيْنَكُمْ بِالْبَاطِلِ وَتُدْلُوا بِهَا إِلَى الْحُكَّامِ لِتَأْكُلُوا فَرِيقًا مِنْ أَمْوَالِ النَّاسِ بِالْإِثْمِ وَأَنْتُمْ تَعْلَمُونَ,تاكلوا اموالكم بالباطل وتدلوا الحكام لتاكلوا فريقا اموال الناس بالاثم تعلمون تاكلوا اموالكم باطل أدلى حكام لتاكلوا ريق اموال ناس بالاثم علم,البقرة
2,189,يَسْأَلُونَكَ عَنِ الْأَهِلَّةِ ۖ قُلْ هِيَ مَوَاقِيتُ لِلنَّاسِ وَالْحَجِّ ۗ وَلَيْسَ الْبِرُّ بِأَنْ تَأْتُوا الْبُيُوتَ مِنْ ظُهُورِهَا وَلَٰكِنَّ الْبِرَّ مَنِ اتَّقَىٰ ۗ وَأْتُوا الْبُيُوتَ مِنْ أَبْوَابِهَا ۚ وَاتَّقُوا اللَّهَ لَعَلَّكُمْ تُفْلِحُونَ,يسالونك الاهله  قل مواقيت للناس والحج  البر تاتوا البيوت ظهورها البر اتقي  واتوا البيوت ابوابها  واتقوا الله تفلحون يسالونك الاهله  قل مواقيت ناس حج  بر تاتوا بيوت ظهور بر اتقى  واتوا بيوت ابوابها  اتقى الله فلح,البقرة
2,190,وَقَاتِلُوا فِي سَبِيلِ اللَّهِ الَّذِينَ يُقَاتِلُونَكُمْ وَلَا تَعْتَدُوا ۚ إِنَّ اللَّهَ لَا يُحِبُّ الْمُعْتَدِينَ,وقاتلوا سبيل الله يقاتلونكم تعتدوا  الله يحب المعتدين قاتل سبيل الله قاتل عتد  الله أحب معتد,البقرة
2,191,وَاقْتُلُوهُمْ حَيْثُ ثَقِفْتُمُوهُمْ وَأَخْرِجُوهُمْ مِنْ حَيْثُ أَخْرَجُوكُمْ ۚ وَالْفِتْنَةُ أَشَدُّ مِنَ الْقَتْلِ ۚ وَلَا تُقَاتِلُوهُمْ عِنْدَ الْمَسْجِدِ الْحَرَامِ حَتَّىٰ يُقَاتِلُوكُمْ فِيهِ ۖ فَإِنْ قَاتَلُوكُمْ فَاقْتُلُوهُمْ ۗ كَذَٰلِكَ جَزَاءُ الْكَافِرِينَ,واقتلوهم ثقفتموهم واخرجوهم اخرجوكم  والفتنه اشد القتل  تقاتلوهم المسجد الحرام يقاتلوكم  قاتلوكم فاقتلوهم  جزاء الكافرين قتل ثقف واخرجوهم اخرجوكم  لفت شدا قتل  قاتل مسجد حرام قاتل  قاتل قتل  جزاء كافر,البقرة
2,192,فَإِنِ انْتَهَوْا فَإِنَّ اللَّهَ غَفُورٌ رَحِيمٌ,انتهوا الله غفور رحيم انتهى الله غفور رحيم,البقرة
2,193,وَقَاتِلُوهُمْ حَتَّىٰ لَا تَكُونَ فِتْنَةٌ وَيَكُونَ الدِّينُ لِلَّهِ ۖ فَإِنِ انْتَهَوْا فَلَا عُدْوَانَ إِلَّا عَلَى الظَّالِمِينَ,وقاتلوهم تكون فتنه ويكون الدين لله  انتهوا عدوان الظالمين قاتل تكون تن كوى دين له  انتهى عدو ظالم,البقرة
2,194,الشَّهْرُ الْحَرَامُ بِالشَّهْرِ الْحَرَامِ وَالْحُرُمَاتُ قِصَاصٌ ۚ فَمَنِ اعْتَدَىٰ عَلَيْكُمْ فَاعْتَدُوا عَلَيْهِ بِمِثْلِ مَا اعْتَدَىٰ عَلَيْكُمْ ۚ وَاتَّقُوا اللَّهَ وَاعْلَمُوا أَنَّ اللَّهَ مَعَ الْمُتَّقِينَ,الشهر الحرام بالشهر الحرام والحرمات قصاص  اعتدي فاعتدوا اعتدي  واتقوا الله واعلموا الله المتقين شهر حرام شهر حرام حرم قصاص  اعتد اعتد اعتد  اتقى الله علم الله المتقين,البقرة
2,195,وَأَنْفِقُوا فِي سَبِيلِ اللَّهِ وَلَا تُلْقُوا بِأَيْدِيكُمْ إِلَى التَّهْلُكَةِ ۛ وَأَحْسِنُوا ۛ إِنَّ اللَّهَ يُحِبُّ الْمُحْسِنِينَ,وانفقوا سبيل الله تلقوا بايديكم التهلكه  واحسنوا  الله يحب المحسنين نفق سبيل الله ألقى بايديكم التهلكه  حسن  الله أحب محسن,البقرة
2,196,وَأَتِمُّوا الْحَجَّ وَالْعُمْرَةَ لِلَّهِ ۚ فَإِنْ أُحْصِرْتُمْ فَمَا اسْتَيْسَرَ مِنَ الْهَدْيِ ۖ وَلَا تَحْلِقُوا رُءُوسَكُمْ حَتَّىٰ يَبْلُغَ الْهَدْيُ مَحِلَّهُ ۚ فَمَنْ كَانَ مِنْكُمْ مَرِيضًا أَوْ بِهِ أَذًى مِنْ رَأْسِهِ فَفِدْيَةٌ مِنْ صِيَامٍ أَوْ صَدَقَةٍ أَوْ نُسُكٍ ۚ فَإِذَا أَمِنْتُمْ فَمَنْ تَمَتَّعَ بِالْعُمْرَةِ إِلَى الْحَجِّ فَمَا اسْتَيْسَرَ مِنَ الْهَدْيِ ۚ فَمَنْ لَمْ يَجِدْ فَصِيَامُ ثَلَاثَةِ أَيَّامٍ فِي الْحَجِّ وَسَبْعَةٍ إِذَا رَجَعْتُمْ ۗ تِلْكَ عَشَرَةٌ كَامِلَةٌ ۗ ذَٰلِكَ لِمَنْ لَمْ يَكُنْ أَهْلُهُ حَاضِرِي الْمَسْجِدِ الْحَرَامِ ۚ وَاتَّقُوا اللَّهَ وَاعْلَمُوا أَنَّ اللَّهَ شَدِيدُ الْعِقَابِ,واتموا الحج والعمره لله  احصرتم استيسر الهدي  تحلقوا رءوسكم يبلغ الهدي محله  مريضا راسه ففديه صيام صدقه نسك  امنتم تمتع بالعمره الحج استيسر الهدي  يجد فصيام ايام الحج وسبعه رجعتم  كامله  يكن اهله حاضري المسجد الحرام  واتقوا الله واعلموا الله شديد العقاب واتموا حج والعمره له  احصرتم استيسر هدي  حلق رءوسكم بلغ هدي محل  مريض راس فدى صيام صدق نسك  امنتم تمتع بالعمره حج استيسر هدي  وجد صيام ايام حج سبع رجع  كامل  كنى اهله حاضر مسجد حرام  اتقى الله علم الله شديد عقاب,البقرة
2,197,الْحَجُّ أَشْهُرٌ مَعْلُومَاتٌ ۚ فَمَنْ فَرَضَ فِيهِنَّ الْحَجَّ فَلَا رَفَثَ وَلَا فُسُوقَ وَلَا جِدَالَ فِي الْحَجِّ ۗ وَمَا تَفْعَلُوا مِنْ خَيْرٍ يَعْلَمْهُ اللَّهُ ۗ وَتَزَوَّدُوا فَإِنَّ خَيْرَ الزَّادِ التَّقْوَىٰ ۚ وَاتَّقُونِ يَا أُولِي الْأَلْبَابِ,الحج اشهر معلومات  فرض الحج رفث فسوق جدال الحج  تفعلوا خير يعلمه الله  وتزودوا خير الزاد التقوي  واتقون الالباب حج شهر معلوم  فرض حج رفث سوق جدال حج  فعل خير علم الله  تزود خير زاد تقوي  واتقون الالباب,البقرة
2,198,لَيْسَ عَلَيْكُمْ جُنَاحٌ أَنْ تَبْتَغُوا فَضْلًا مِنْ رَبِّكُمْ ۚ فَإِذَا أَفَضْتُمْ مِنْ عَرَفَاتٍ فَاذْكُرُوا اللَّهَ عِنْدَ الْمَشْعَرِ الْحَرَامِ ۖ وَاذْكُرُوهُ كَمَا هَدَاكُمْ وَإِنْ كُنْتُمْ مِنْ قَبْلِهِ لَمِنَ الضَّالِّينَ,جناح تبتغوا ربكم  افضتم عرفات فاذكروا الله المشعر الحرام  واذكروه هداكم كنتم قبله الضالين جناح ابتغى رب  افضتم عرف ذكر الله مشعر حرام  اذكر هد كنتم قبل ضال,البقرة
2,199,ثُمَّ أَفِيضُوا مِنْ حَيْثُ أَفَاضَ النَّاسُ وَاسْتَغْفِرُوا اللَّهَ ۚ إِنَّ اللَّهَ غَفُورٌ رَحِيمٌ,افيضوا افاض الناس واستغفروا الله  الله غفور رحيم افيضوا افاض ناس استغفر الله  الله غفور رحيم,البقرة
2,200,فَإِذَا قَضَيْتُمْ مَنَاسِكَكُمْ فَاذْكُرُوا اللَّهَ كَذِكْرِكُمْ آبَاءَكُمْ أَوْ أَشَدَّ ذِكْرًا ۗ فَمِنَ النَّاسِ مَنْ يَقُولُ رَبَّنَا آتِنَا فِي الدُّنْيَا وَمَا لَهُ فِي الْآخِرَةِ مِنْ خَلَاقٍ,قضيتم مناسككم فاذكروا الله كذكركم اباءكم اشد ذكرا  الناس يقول ربنا اتنا الدنيا الاخره خلاق قضى مناسك ذكر الله ذكر اباءكم شدا ذكر  ناس أقول رب اتنا دنيا الاخره خلاق,البقرة
2,201,وَمِنْهُمْ مَنْ يَقُولُ رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ,يقول ربنا اتنا الدنيا حسنه الاخره حسنه وقنا عذاب النار أقول رب اتنا دنيا حسن الاخره حسن قن عذاب نار,البقرة
2,202,أُولَٰئِكَ لَهُمْ نَصِيبٌ مِمَّا كَسَبُوا ۚ وَاللَّهُ سَرِيعُ الْحِسَابِ,نصيب كسبوا  والله سريع الحساب نصيب كسب  الله سريع حساب,البقرة
2,203,وَاذْكُرُوا اللَّهَ فِي أَيَّامٍ مَعْدُودَاتٍ ۚ فَمَنْ تَعَجَّلَ فِي يَوْمَيْنِ فَلَا إِثْمَ عَلَيْهِ وَمَنْ تَأَخَّرَ فَلَا إِثْمَ عَلَيْهِ ۚ لِمَنِ اتَّقَىٰ ۗ وَاتَّقُوا اللَّهَ وَاعْلَمُوا أَنَّكُمْ إِلَيْهِ تُحْشَرُونَ,واذكروا الله ايام معدودات  تعجل يومين تاخر  اتقي  واتقوا الله واعلموا تحشرون ذكر الله ايام معدود  عجل يوم تاخر  اتقى  اتقى الله علم حشر,البقرة
